gene_id	gene_name	pval
LOC111104583	LOC111104583	0.02379961358252153
LOC111136929	LOC111136929	0.023804415431363624
LOC111125469	LOC111125469	0.023808138737474525
LOC111102225	LOC111102225	0.023808542633082283
LOC111118698	LOC111118698	0.023814386069715046
LOC111115893	LOC111115893	0.02381561966247654
LOC111131065	LOC111131065	0.023818390912003242
LOC111104127	LOC111104127	0.02381915291739829
LOC111137451	LOC111137451	0.023819783111308543
LOC111136744	LOC111136744	0.02382876444292615
LOC111109481	LOC111109481	0.023830229677281253
LOC111131334	LOC111131334	0.023838150621280522
LOC111135142	LOC111135142	0.023840870468035562
LOC111103117	LOC111103117	0.023840885935516577
LOC111109165	LOC111109165	0.02384243585237032
LOC111101488	LOC111101488	0.0238431417069966
LOC111127063	LOC111127063	0.023847946398772336
LOC111138317	LOC111138317	0.02384988266667202
LOC111117965	LOC111117965	0.023850792878238637
LOC111106822	LOC111106822	0.023852859285873128
LOC111122381	LOC111122381	0.023855209455907224
LOC111109725	LOC111109725	0.023857350877725392
LOC111137129	LOC111137129	0.023869053301224703
LOC111121331	LOC111121331	0.023870890779104502
LOC111121318	LOC111121318	0.023874156106743823
LOC111113675	LOC111113675	0.023875430533164453
LOC111116327	LOC111116327	0.023877703592684412
LOC111118455	LOC111118455	0.02387803798318327
LOC111109049	LOC111109049	0.023879584405917805
LOC111135688	LOC111135688	0.02388004782363967
LOC111137180	LOC111137180	0.02388172428814895
LOC111100138	LOC111100138	0.023884096113649854
LOC111123978	LOC111123978	0.023884966768635014
LOC111120493	LOC111120493	0.023889221606909414
LOC111113777	LOC111113777	0.023893387268520735
LOC111103496	LOC111103496	0.023895385080004286
LOC111103336	LOC111103336	0.023895729922538335
LOC111127176	LOC111127176	0.02389640839128275
LOC111113204	LOC111113204	0.02389823248679124
LOC111102860	LOC111102860	0.02390131493591563
LOC111121402	LOC111121402	0.023902640547712493
LOC111120010	LOC111120010	0.02390380993199929
LOC111116720	LOC111116720	0.023905011020293493
LOC111113837	LOC111113837	0.023905924771022154
LOC111108181	LOC111108181	0.023906865232439733
LOC111134005	LOC111134005	0.023918094432778727
LOC111132876	LOC111132876	0.02391878761853213
LOC111137226	LOC111137226	0.02392310627410929
LOC111126302	LOC111126302	0.023937085304938082
LOC111113603	LOC111113603	0.023948045736348157
LOC111110964	LOC111110964	0.023952430217860185
LOC111099155	LOC111099155	0.023953911359028548
LOC111103754	LOC111103754	0.023956331948818143
LOC111107041	LOC111107041	0.023959041657594136
LOC111108454	LOC111108454	0.023959432731228168
LOC111127220	LOC111127220	0.023960045907168846
LOC111119491	LOC111119491	0.023960292077465785
LOC111103210	LOC111103210	0.02396526997103631
LOC111104448	LOC111104448	0.023966044580748306
LOC111133060	LOC111133060	0.023967606727745328
LOC111131527	LOC111131527	0.023968771929101965
LOC111136804	LOC111136804	0.023971436788999677
LOC111101282	LOC111101282	0.02397400434295348
LOC111114818	LOC111114818	0.02397411380868678
LOC111124089	LOC111124089	0.023976236287429984
LOC111101886	LOC111101886	0.023981424306533987
LOC111131033	LOC111131033	0.023985797876467374
LOC111103540	LOC111103540	0.02399063392677502
LOC111123864	LOC111123864	0.023993160983659164
LOC111120382	LOC111120382	0.023993212471330794
LOC111137897	LOC111137897	0.02399429259303823
LOC111102158	LOC111102158	0.023995800447688204
LOC111132217	LOC111132217	0.023998454408375367
LOC111105581	LOC111105581	0.024003345927722183
LOC111112710	LOC111112710	0.024003646086108343
LOC111109717	LOC111109717	0.0240081381257209
LOC111111114	LOC111111114	0.02400869673735363
LOC111113479	LOC111113479	0.024011430168522956
LOC111115430	LOC111115430	0.02401328266789133
LOC111123694	LOC111123694	0.024013753299835322
LOC111128715	LOC111128715	0.024014509727647026
LOC111133660	LOC111133660	0.02402071572423355
LOC111099925	LOC111099925	0.02402082093105933
LOC111131344	LOC111131344	0.024023298112783614
LOC111108152	LOC111108152	0.024023446253533132
LOC111108636	LOC111108636	0.02402559714340388
LOC111120331	LOC111120331	0.024026764179114646
LOC111124613	LOC111124613	0.024027081990896336
LOC111119572	LOC111119572	0.02403027254120509
LOC111117304	LOC111117304	0.02403312201240662
LOC111131655	LOC111131655	0.024037238193334837
LOC111120545	LOC111120545	0.02403778236901537
LOC111137865	LOC111137865	0.02404504948944737
LOC111130441	LOC111130441	0.024049877473107908
LOC111137570	LOC111137570	0.024051391745245187
LOC111124153	LOC111124153	0.02405183679034333
LOC111108791	LOC111108791	0.024060060384525097
LOC111117857	LOC111117857	0.02406039144763685
LOC111117686	LOC111117686	0.024065747955853842
LOC111100196	LOC111100196	0.02406721090361252
LOC111109421	LOC111109421	0.024073215624638877
LOC111128100	LOC111128100	0.024076227257029188
LOC111117727	LOC111117727	0.024077607163800537
LOC111105138	LOC111105138	0.02408047851213272
LOC111103665	LOC111103665	0.02408536754207235
LOC111103897	LOC111103897	0.024093268732532952
LOC111105538	LOC111105538	0.024096386274176325
LOC111135804	LOC111135804	0.024098967113318614
LOC111121786	LOC111121786	0.024110639325722206
LOC111101255	LOC111101255	0.02411388404903717
LOC111107116	LOC111107116	0.02411775614763421
LOC111126500	LOC111126500	0.024118522902385565
LOC111122596	LOC111122596	0.02412187361487805
LOC111118111	LOC111118111	0.02412216470279492
LOC111106401	LOC111106401	0.024122961164444606
LOC111112699	LOC111112699	0.024124358643517876
LOC111102017	LOC111102017	0.02413457031371844
LOC111102649	LOC111102649	0.024135448997368553
LOC111130224	LOC111130224	0.02413958483518264
LOC111114385	LOC111114385	0.024144998036694534
LOC111121596	LOC111121596	0.02414986895480874
LOC111126208	LOC111126208	0.02415074848951391
LOC111114621	LOC111114621	0.024152353077596403
LOC111121699	LOC111121699	0.024153599233700945
LOC111107347	LOC111107347	0.024156963092928002
LOC111103585	LOC111103585	0.02416007988213504
LOC111118018	LOC111118018	0.02416840976037982
LOC111106074	LOC111106074	0.024169015016548827
LOC111101777	LOC111101777	0.024171391075736823
LOC111103011	LOC111103011	0.024173879529296248
LOC111115588	LOC111115588	0.024182963986878466
LOC111117531	LOC111117531	0.024185640767935664
LOC111112116	LOC111112116	0.024187339467005194
LOC111128124	LOC111128124	0.02419384351049125
LOC111114003	LOC111114003	0.02419502407951301
LOC111130322	LOC111130322	0.024202340587047077
LOC111119173	LOC111119173	0.02420241970961472
LOC111117805	LOC111117805	0.02420287560079101
LOC111100826	LOC111100826	0.024203034423253677
LOC111101199	LOC111101199	0.024204616420633346
LOC111124285	LOC111124285	0.024206336343341472
LOC111132283	LOC111132283	0.024207474163534998
LOC111104220	LOC111104220	0.024208114845607826
LOC111111532	LOC111111532	0.02421053729969872
LOC111128411	LOC111128411	0.024212903177447818
LOC111116800	LOC111116800	0.024216373353501425
LOC111132670	LOC111132670	0.024219905011912686
LOC111102988	LOC111102988	0.024221186986456786
LOC111115589	LOC111115589	0.024225218701293127
LOC111134102	LOC111134102	0.024225972634154307
LOC111123238	LOC111123238	0.02423210903109782
LOC111101720	LOC111101720	0.024233326356338455
LOC111115964	LOC111115964	0.024234138619181934
LOC111131194	LOC111131194	0.02423793545020036
LOC111137953	LOC111137953	0.02423987480089196
LOC111104007	LOC111104007	0.02424934179507379
LOC111107667	LOC111107667	0.024260034120911052
LOC111114034	LOC111114034	0.02426491326363472
LOC111115648	LOC111115648	0.02426515649921967
LOC111137268	LOC111137268	0.024270592790138396
LOC111112140	LOC111112140	0.024274542117702996
LOC111113635	LOC111113635	0.024277992658380723
LOC111113341	LOC111113341	0.02427911236175912
LOC111111138	LOC111111138	0.024280113430237893
LOC111132148	LOC111132148	0.024291519359858557
LOC111127184	LOC111127184	0.02429217168983106
LOC111103419	LOC111103419	0.024296538018925888
LOC111113066	LOC111113066	0.024302584761809205
LOC111126152	LOC111126152	0.024302661581334636
LOC111119636	LOC111119636	0.024310643040601536
LOC111106662	LOC111106662	0.024312747019985072
LOC111108156	LOC111108156	0.02431282137370936
LOC111137508	LOC111137508	0.024315318687750147
LOC111111955	LOC111111955	0.024319301550006927
LOC111122672	LOC111122672	0.024319598516962627
LOC111123195	LOC111123195	0.024320723636991254
LOC111101589	LOC111101589	0.0243282364580106
LOC111130201	LOC111130201	0.024328258227524997
LOC111122038	LOC111122038	0.024328629097915524
LOC111117443	LOC111117443	0.024334167460644165
LOC111136652	LOC111136652	0.024334750031558963
LOC111103833	LOC111103833	0.024335270344191216
LOC111109319	LOC111109319	0.024337500186011402
LOC111117844	LOC111117844	0.024338748563203713
LOC111103648	LOC111103648	0.024339939986768474
LOC111107888	LOC111107888	0.024340492950990975
LOC111119627	LOC111119627	0.02434582467739726
LOC111110256	LOC111110256	0.024349752838486886
LOC111110543	LOC111110543	0.024352148042847778
LOC111105602	LOC111105602	0.024353106982309438
LOC111106064	LOC111106064	0.024353422316487214
LOC111117131	LOC111117131	0.02435524171106095
LOC111106396	LOC111106396	0.02436225525014536
LOC111107617	LOC111107617	0.02436398770582595
LOC111132997	LOC111132997	0.024364790474589598
LOC111118695	LOC111118695	0.024365940935767938
LOC111108130	LOC111108130	0.024367436838024635
LOC111130745	LOC111130745	0.02437310977507637
LOC111105318	LOC111105318	0.024375324006035315
LOC111115881	LOC111115881	0.02438020611064093
LOC111124342	LOC111124342	0.02438225662628794
LOC111122873	LOC111122873	0.02438568937329636
LOC111134956	LOC111134956	0.02439191211157851
LOC111104427	LOC111104427	0.024391931588226574
LOC111113828	LOC111113828	0.024392131817282878
LOC111110627	LOC111110627	0.024394016535902605
LOC111128576	LOC111128576	0.024396265117424865
LOC111117698	LOC111117698	0.02440121282064209
LOC111128110	LOC111128110	0.024414112248825646
LOC111128324	LOC111128324	0.0244155965181433
LOC111135044	LOC111135044	0.024416150117821542
LOC111131781	LOC111131781	0.024419696945933708
LOC111120428	LOC111120428	0.024425400347783788
LOC111104543	LOC111104543	0.024428017337314343
LOC111116592	LOC111116592	0.024430949909240975
LOC111127450	LOC111127450	0.024435853275784035
LOC111106309	LOC111106309	0.02443599187110232
LOC111121595	LOC111121595	0.024445622589025315
LOC111116841	LOC111116841	0.024449432469015188
LOC111113883	LOC111113883	0.024454166528436946
LOC111102969	LOC111102969	0.024454734421292222
LOC111108398	LOC111108398	0.02445554364895427
LOC111114683	LOC111114683	0.024457727197174716
LOC111102032	LOC111102032	0.024458100599805164
LOC111106244	LOC111106244	0.024459644979749975
LOC111104605	LOC111104605	0.024462396124179258
LOC111123951	LOC111123951	0.024465241021258712
LOC111115070	LOC111115070	0.024466626086961495
LOC111106155	LOC111106155	0.024466964181475464
LOC111110508	LOC111110508	0.02446851330824012
LOC111116757	LOC111116757	0.024472067036636243
LOC111130354	LOC111130354	0.024472267784963662
LOC111114469	LOC111114469	0.024478620606440196
LOC111117161	LOC111117161	0.024480909775190438
LOC111129061	LOC111129061	0.02448209488618516
LOC111108828	LOC111108828	0.024483671047933916
LOC111137912	LOC111137912	0.02448391931232416
LOC111132729	LOC111132729	0.024484324218478033
LOC111110933	LOC111110933	0.02448693691240061
LOC111137200	LOC111137200	0.024488462354216187
LOC111132117	LOC111132117	0.024492505139802785
LOC111126521	LOC111126521	0.024492891651660006
LOC111101592	LOC111101592	0.02450488736597865
LOC111125383	LOC111125383	0.024505217911396395
LOC111135716	LOC111135716	0.02450566023224877
LOC111116849	LOC111116849	0.024506710766035132
LOC111104324	LOC111104324	0.02450804336789915
LOC111113957	LOC111113957	0.024508212128197048
LOC111136742	LOC111136742	0.02450933577768097
LOC111132724	LOC111132724	0.02450995881939395
LOC111115760	LOC111115760	0.024513514127499154
LOC111132186	LOC111132186	0.024513823936100985
LOC111116886	LOC111116886	0.024520089499499784
LOC111130128	LOC111130128	0.02452081963607615
LOC111114464	LOC111114464	0.024527808952022823
LOC111119409	LOC111119409	0.024532357278855645
LOC111103013	LOC111103013	0.024544697137751852
LOC111117728	LOC111117728	0.024547351879068292
LOC111106974	LOC111106974	0.024549186668775785
LOC111115196	LOC111115196	0.02455129668546149
LOC111102696	LOC111102696	0.024552259775634647
LOC111128653	LOC111128653	0.024556094867548964
LOC111122222	LOC111122222	0.024556283986841336
LOC111112785	LOC111112785	0.024561686193096507
LOC111133879	LOC111133879	0.02456378021692718
LOC111115821	LOC111115821	0.02456631166925566
LOC111116967	LOC111116967	0.02457309530483009
LOC111106610	LOC111106610	0.024573307877130468
LOC111137341	LOC111137341	0.024573429791293035
LOC111127548	LOC111127548	0.02457360840486198
LOC111133528	LOC111133528	0.024581511053546886
LOC111114176	LOC111114176	0.024583649459662328
LOC111117262	LOC111117262	0.024584431056730156
LOC111127189	LOC111127189	0.024591330195340648
LOC111115222	LOC111115222	0.024599767834583904
LOC111117671	LOC111117671	0.024606366102108448
LOC111116936	LOC111116936	0.024608551495126627
LOC111120449	LOC111120449	0.024610787734947282
LOC111113965	LOC111113965	0.02461108147069441
LOC111112047	LOC111112047	0.024619214140674927
LOC111132247	LOC111132247	0.02461954849970803
LOC111129869	LOC111129869	0.024620494754761597
LOC111133272	LOC111133272	0.024621316841410053
LOC111107718	LOC111107718	0.024621971456368765
LOC111101433	LOC111101433	0.02462334189547801
LOC111106323	LOC111106323	0.024625106111654218
LOC111131529	LOC111131529	0.02462593715568944
LOC111105276	LOC111105276	0.024629116669171693
LOC111109037	LOC111109037	0.024635687982659013
LOC111132929	LOC111132929	0.024635968106408952
LOC111111384	LOC111111384	0.02463696707934863
LOC111115559	LOC111115559	0.02464086078474582
LOC111101181	LOC111101181	0.02464330603562586
LOC111137394	LOC111137394	0.02464358422767991
LOC111113953	LOC111113953	0.0246446329567046
LOC111121073	LOC111121073	0.02464858319432232
LOC111114772	LOC111114772	0.024649143022520276
LOC111112690	LOC111112690	0.024651249569259993
LOC111116336	LOC111116336	0.02465268666034655
LOC111138390	LOC111138390	0.02465362869170414
LOC111132091	LOC111132091	0.024653756104846304
LOC111121615	LOC111121615	0.024655761597587048
LOC111099896	LOC111099896	0.024667059855102477
LOC111117317	LOC111117317	0.024669678242962883
LOC111103249	LOC111103249	0.02468950750124656
LOC111099416	LOC111099416	0.02469061096718991
LOC111116217	LOC111116217	0.024692286742313864
LOC111132624	LOC111132624	0.024698783179351962
LOC111137951	LOC111137951	0.024702524066016023
LOC111130483	LOC111130483	0.02470415543662591
LOC111126422	LOC111126422	0.024706096568188386
LOC111115396	LOC111115396	0.024709457110543356
LOC111123786	LOC111123786	0.024711851570419
LOC111123542	LOC111123542	0.024721395835876202
LOC111105245	LOC111105245	0.024723790814177988
LOC111117756	LOC111117756	0.024724821075225608
LOC111114830	LOC111114830	0.024727937589061225
LOC111104623	LOC111104623	0.024729061482405584
LOC111099096	LOC111099096	0.024733972487085653
LOC111112102	LOC111112102	0.024734127458941865
LOC111125216	LOC111125216	0.0247376297060321
LOC111129107	LOC111129107	0.02474537284669667
LOC111110598	LOC111110598	0.0247506897133822
LOC111126478	LOC111126478	0.024755388463126596
LOC111127279	LOC111127279	0.02475571187203998
LOC111137028	LOC111137028	0.0247576817622418
LOC111133188	LOC111133188	0.024760776123228606
LOC111116249	LOC111116249	0.0247610345037438
LOC111137709	LOC111137709	0.024761503683219346
LOC111109046	LOC111109046	0.024761713029415787
LOC111101013	LOC111101013	0.02477090721791291
LOC111110072	LOC111110072	0.024774861683063507
LOC111116573	LOC111116573	0.0247768727875046
LOC111127265	LOC111127265	0.024777831318539636
LOC111129157	LOC111129157	0.024778548940479685
LOC111104302	LOC111104302	0.024783258635778935
LOC111118781	LOC111118781	0.024786284694313297
LOC111138361	LOC111138361	0.02478983912392759
LOC111100140	LOC111100140	0.024792045883511495
LOC111132658	LOC111132658	0.02479207535407241
LOC111130243	LOC111130243	0.024792628942213457
LOC111101454	LOC111101454	0.02479581015138034
LOC111113108	LOC111113108	0.02479711683861252
LOC111100846	LOC111100846	0.024798585429294077
LOC111131624	LOC111131624	0.02479956805959632
LOC111129605	LOC111129605	0.024800778698015648
LOC111116339	LOC111116339	0.024805078962257036
LOC111100336	LOC111100336	0.024805820818684307
LOC111100341	LOC111100341	0.024808141015359796
LOC111101600	LOC111101600	0.02480879966425846
LOC111105976	LOC111105976	0.024815690719475147
LOC111136356	LOC111136356	0.02482269749424534
LOC111124973	LOC111124973	0.02482452473703205
LOC111100961	LOC111100961	0.02482661556279679
LOC111131101	LOC111131101	0.02483089523190364
LOC111117512	LOC111117512	0.024831144514769747
LOC111114320	LOC111114320	0.024832348754008946
LOC111114346	LOC111114346	0.02483411523093138
LOC111102106	LOC111102106	0.024835836431292106
LOC111124734	LOC111124734	0.02483862136012388
LOC111112644	LOC111112644	0.024838717050860524
LOC111106149	LOC111106149	0.024838742729880996
LOC111117773	LOC111117773	0.02484303654981649
LOC111113062	LOC111113062	0.02484809765428409
LOC111108177	LOC111108177	0.024849231182763425
LOC111103724	LOC111103724	0.024857761451164348
LOC111112442	LOC111112442	0.024859484327613358
LOC111104486	LOC111104486	0.024859740571661154
LOC111137373	LOC111137373	0.024861029960515812
LOC111120560	LOC111120560	0.02486424873787388
LOC111133373	LOC111133373	0.02487070047606071
LOC111099673	LOC111099673	0.02487811163724911
LOC111122687	LOC111122687	0.024882320099783497
LOC111116892	LOC111116892	0.024884977646453157
LOC111104073	LOC111104073	0.02488655159172316
LOC111101738	LOC111101738	0.02488721447463299
LOC111131296	LOC111131296	0.024891818444134444
LOC111112853	LOC111112853	0.02489411221745009
LOC111133876	LOC111133876	0.024894189890863352
LOC111111279	LOC111111279	0.024895166567194718
LOC111099828	LOC111099828	0.02489650553846871
LOC111111419	LOC111111419	0.02489696084067036
LOC111100097	LOC111100097	0.024898818764786817
LOC111104201	LOC111104201	0.02490185147250288
LOC111108864	LOC111108864	0.024901909274709654
LOC111133763	LOC111133763	0.024903989038585494
LOC111104188	LOC111104188	0.02490556440342521
LOC111106341	LOC111106341	0.0249062514251682
LOC111119694	LOC111119694	0.024913350964772662
LOC111118097	LOC111118097	0.02491502388670565
LOC111100561	LOC111100561	0.024916071008342654
LOC111100854	LOC111100854	0.024916541013909645
LOC111129342	LOC111129342	0.024917221757841817
LOC111110376	LOC111110376	0.024917663819769145
LOC111112817	LOC111112817	0.024919241890804064
LOC111136006	LOC111136006	0.02491929713228123
LOC111112978	LOC111112978	0.024919515019570085
LOC111121641	LOC111121641	0.024924053539324205
LOC111126118	LOC111126118	0.024924246178310506
LOC111101844	LOC111101844	0.024925836387275645
LOC111132122	LOC111132122	0.024926559121333628
LOC111109475	LOC111109475	0.024930632611927597
LOC111136852	LOC111136852	0.02493245479071824
LOC111109999	LOC111109999	0.02493267897413525
LOC111109921	LOC111109921	0.024933821734727656
LOC111117172	LOC111117172	0.02493401504882605
LOC111121200	LOC111121200	0.024935335642715325
LOC111103731	LOC111103731	0.02493757094526084
LOC111126690	LOC111126690	0.024940002803980947
LOC111138037	LOC111138037	0.024943910031348968
LOC111134040	LOC111134040	0.02494427972942397
LOC111110396	LOC111110396	0.024947169794419872
LOC111108875	LOC111108875	0.024949583885751414
LOC111120444	LOC111120444	0.02495135411371362
LOC111137321	LOC111137321	0.02495877605291742
LOC111112872	LOC111112872	0.02496200700111646
LOC111117796	LOC111117796	0.024962831954163725
LOC111130540	LOC111130540	0.024967460834449364
LOC111128417	LOC111128417	0.02496764031121635
LOC111112889	LOC111112889	0.02496961948526402
LOC111103649	LOC111103649	0.02497011625380051
LOC111133725	LOC111133725	0.024973885046925052
LOC111131068	LOC111131068	0.02497612329556429
LOC111127950	LOC111127950	0.024983866533017058
LOC111122512	LOC111122512	0.024988456822251228
LOC111112693	LOC111112693	0.024990862349254093
LOC111120951	LOC111120951	0.024992419064365393
LOC111124279	LOC111124279	0.024995698834004574
LOC111129440	LOC111129440	0.024999992490566454
LOC111138134	LOC111138134	0.02500100094623482
LOC111134055	LOC111134055	0.025009235016372863
LOC111122088	LOC111122088	0.025009556358549075
LOC111122688	LOC111122688	0.02501144899103332
LOC111133321	LOC111133321	0.02501756605900727
LOC111124978	LOC111124978	0.025017855790572995
LOC111122995	LOC111122995	0.025018213002576235
LOC111122933	LOC111122933	0.0250193350440006
LOC111103503	LOC111103503	0.025026194394674777
LOC111102922	LOC111102922	0.025026982837691617
LOC111115925	LOC111115925	0.025026993790058148
LOC111116446	LOC111116446	0.025027161251880557
LOC111100793	LOC111100793	0.025030432417738214
LOC111118536	LOC111118536	0.02503660109923656
LOC111108386	LOC111108386	0.02503982130676104
LOC111115448	LOC111115448	0.025040137098984765
LOC111133894	LOC111133894	0.025041013711820263
LOC111100203	LOC111100203	0.02504609871104779
LOC111113924	LOC111113924	0.025047587593019564
LOC111120319	LOC111120319	0.025059755720042938
LOC111111842	LOC111111842	0.02506309715031908
LOC111133441	LOC111133441	0.025063364267792893
LOC111114057	LOC111114057	0.025065206323511096
LOC111137842	LOC111137842	0.025066262292556752
LOC111109242	LOC111109242	0.02506832961171367
LOC111127054	LOC111127054	0.025071939210399966
LOC111101752	LOC111101752	0.025078377624089234
LOC111107726	LOC111107726	0.025080940141819157
LOC111119469	LOC111119469	0.02508481020726452
LOC111133305	LOC111133305	0.025087048522141914
LOC111131221	LOC111131221	0.02509075928437919
LOC111114243	LOC111114243	0.02509133883538604
LOC111107108	LOC111107108	0.02509165538687783
LOC111105077	LOC111105077	0.025092918298829144
LOC111138368	LOC111138368	0.025093970461093608
LOC111134595	LOC111134595	0.025100457924805118
LOC111107366	LOC111107366	0.02510134630575108
LOC111107602	LOC111107602	0.025104349081165905
LOC111118139	LOC111118139	0.025111960183042664
LOC111112677	LOC111112677	0.02511799361077207
LOC111109451	LOC111109451	0.0251219023917536
LOC111131394	LOC111131394	0.02512262919861611
LOC111114136	LOC111114136	0.025125787397702985
LOC111118458	LOC111118458	0.025126089775790166
LOC111123692	LOC111123692	0.025130295341628524
LOC111132059	LOC111132059	0.025130913191280493
LOC111125957	LOC111125957	0.025131739350065616
LOC111107740	LOC111107740	0.025132425769594943
LOC111103642	LOC111103642	0.025132834235712033
LOC111138467	LOC111138467	0.02513350858693673
LOC111103036	LOC111103036	0.025133936409940407
LOC111119373	LOC111119373	0.025134464780773
LOC111100474	LOC111100474	0.02513636601235369
LOC111135370	LOC111135370	0.02514662829997635
LOC111104492	LOC111104492	0.025147286879396775
LOC111126962	LOC111126962	0.025150878720273863
LOC111132843	LOC111132843	0.02515280414641778
LOC111105130	LOC111105130	0.02515371499586948
LOC111111484	LOC111111484	0.02515779577788298
LOC111119391	LOC111119391	0.025159195043722195
LOC111100356	LOC111100356	0.025159690145959982
LOC111137664	LOC111137664	0.025160815330587394
LOC111110973	LOC111110973	0.025165092678722207
LOC111111808	LOC111111808	0.02516670152805476
LOC111108075	LOC111108075	0.025170300301694815
LOC111119894	LOC111119894	0.025177272054533857
LOC111134003	LOC111134003	0.025183581289189415
LOC111104378	LOC111104378	0.025184580799724167
LOC111103475	LOC111103475	0.025186827560186923
LOC111121810	LOC111121810	0.025190640748657123
LOC111119966	LOC111119966	0.02519441967558088
LOC111137513	LOC111137513	0.025196113257500354
LOC111107166	LOC111107166	0.025202798118380398
LOC111115086	LOC111115086	0.02520378515506103
LOC111131510	LOC111131510	0.02520777348468563
LOC111099935	LOC111099935	0.025211968988123168
LOC111126848	LOC111126848	0.025215418640977986
LOC111135135	LOC111135135	0.025215421547749712
LOC111111966	LOC111111966	0.02521550225168157
LOC111133943	LOC111133943	0.0252162076089184
LOC111106515	LOC111106515	0.025217212537659708
LOC111110020	LOC111110020	0.02522094579477584
LOC111113147	LOC111113147	0.025221486792575395
LOC111109154	LOC111109154	0.02522477127350209
LOC111114957	LOC111114957	0.025226009775355416
LOC111106689	LOC111106689	0.025227365224000202
LOC111101002	LOC111101002	0.025231549377437594
LOC111122567	LOC111122567	0.025232267295305987
LOC111132491	LOC111132491	0.02523530127567642
LOC111116980	LOC111116980	0.025235664954092844
LOC111108823	LOC111108823	0.025241788805114625
LOC111107530	LOC111107530	0.025244632256512738
LOC111132076	LOC111132076	0.025245534112675175
LOC111112537	LOC111112537	0.02524998274925973
LOC111101392	LOC111101392	0.02525164641579261
LOC111108186	LOC111108186	0.025253462455346792
LOC111120286	LOC111120286	0.025254802822953067
LOC111111601	LOC111111601	0.025255425079520395
LOC111115810	LOC111115810	0.02525995097020568
LOC111124245	LOC111124245	0.02526128458353989
LOC111134965	LOC111134965	0.025261784715238725
LOC111113567	LOC111113567	0.025262804779739037
LOC111106413	LOC111106413	0.025272071630582926
LOC111134753	LOC111134753	0.025272472876590464
LOC111111064	LOC111111064	0.025272956082945705
LOC111102128	LOC111102128	0.025273781999146316
LOC111102086	LOC111102086	0.025274400776105797
LOC111128127	LOC111128127	0.02527716209070958
LOC111121084	LOC111121084	0.02527947394383426
LOC111104851	LOC111104851	0.025281106378611713
LOC111125587	LOC111125587	0.02528145863265683
LOC111101996	LOC111101996	0.02528191505804993
LOC111122344	LOC111122344	0.025284190826962094
LOC111128572	LOC111128572	0.025287401398223837
LOC111115162	LOC111115162	0.02529445158215099
LOC111110268	LOC111110268	0.025295574314627395
LOC111114043	LOC111114043	0.025296004756322783
LOC111102076	LOC111102076	0.02529796964032515
LOC111115310	LOC111115310	0.025301789376679585
LOC111115787	LOC111115787	0.025308783376162197
LOC111109332	LOC111109332	0.02531128116922073
LOC111101875	LOC111101875	0.025316000638202153
LOC111122279	LOC111122279	0.025320449323795565
LOC111106616	LOC111106616	0.02532352611635658
LOC111115666	LOC111115666	0.025327811200804712
LOC111116685	LOC111116685	0.025332510942310163
LOC111116850	LOC111116850	0.025332597486621016
LOC111107986	LOC111107986	0.02533357411177887
LOC111112721	LOC111112721	0.02533554065054967
LOC111115625	LOC111115625	0.025340262883109164
LOC111123502	LOC111123502	0.025342513332528
LOC111122402	LOC111122402	0.025343194749564202
LOC111133881	LOC111133881	0.0253467979316404
LOC111106988	LOC111106988	0.025346856057401432
LOC111099981	LOC111099981	0.02534705855685512
LOC111137361	LOC111137361	0.025347684750996705
LOC111100593	LOC111100593	0.025348948552378296
LOC111106713	LOC111106713	0.02535080815072451
LOC111130871	LOC111130871	0.025354300937707543
LOC111124774	LOC111124774	0.025355204059195252
LOC111109617	LOC111109617	0.025355409123225408
LOC111117195	LOC111117195	0.025357228705664408
LOC111113525	LOC111113525	0.025357286582568903
LOC111119525	LOC111119525	0.025357878167983593
LOC111113882	LOC111113882	0.02535838188536831
LOC111121510	LOC111121510	0.025360059490003115
LOC111119456	LOC111119456	0.02536280804398475
LOC111114220	LOC111114220	0.02536492290523274
LOC111099969	LOC111099969	0.0253674391357084
LOC111132387	LOC111132387	0.02537709513084783
LOC111128002	LOC111128002	0.025379331264544464
LOC111105477	LOC111105477	0.025387420437590263
LOC111106805	LOC111106805	0.025388047371646752
LOC111102460	LOC111102460	0.025388247656445043
LOC111135851	LOC111135851	0.025390491257508488
LOC111114731	LOC111114731	0.02539075768366308
LOC111112025	LOC111112025	0.025391156111812245
LOC111114928	LOC111114928	0.025392018991436525
LOC111123420	LOC111123420	0.025396631710273034
LOC111134388	LOC111134388	0.025397341687934605
LOC111120786	LOC111120786	0.025397432789509646
LOC111134135	LOC111134135	0.025401397849186158
LOC111128286	LOC111128286	0.02540547773931428
LOC111137045	LOC111137045	0.025405521342166018
LOC111132795	LOC111132795	0.025409370268407578
LOC111130099	LOC111130099	0.02540982256789037
LOC111122902	LOC111122902	0.02541389611741354
LOC111107271	LOC111107271	0.025419580754382824
LOC111129206	LOC111129206	0.025420552689309966
LOC111105326	LOC111105326	0.02542366483888014
LOC111119307	LOC111119307	0.02542736530091941
LOC111122749	LOC111122749	0.025427703622526405
LOC111130559	LOC111130559	0.025428567240260515
LOC111102508	LOC111102508	0.02542940725546648
LOC111134323	LOC111134323	0.02543192363323458
LOC111115533	LOC111115533	0.025432776574540274
LOC111132086	LOC111132086	0.02543309149577865
LOC111100320	LOC111100320	0.025436448095194682
LOC111120578	LOC111120578	0.025443834973673255
