gene_id	gene_name	pval
LOC111099626	LOC111099626	0.04504042945796315
LOC111128586	LOC111128586	0.04504369045126068
LOC111113242	LOC111113242	0.04505061739112947
LOC111135948	LOC111135948	0.04505288045876728
LOC111103741	LOC111103741	0.04506033979814756
LOC111110064	LOC111110064	0.04506587024666716
LOC111114419	LOC111114419	0.045066815995324486
LOC111104837	LOC111104837	0.04507161171780577
LOC111100247	LOC111100247	0.04507988597723563
LOC111112564	LOC111112564	0.0450862862917632
LOC111114063	LOC111114063	0.0450865153451256
LOC111124427	LOC111124427	0.04509276727406436
LOC111111702	LOC111111702	0.04509361474344141
LOC111118741	LOC111118741	0.04511600048111617
LOC111137866	LOC111137866	0.04511780531263169
LOC111113860	LOC111113860	0.045118275494597515
LOC111103478	LOC111103478	0.04513525015163662
LOC111116598	LOC111116598	0.04513558958302588
LOC111117663	LOC111117663	0.04513683549588938
LOC111125761	LOC111125761	0.045141645133285294
LOC111136257	LOC111136257	0.04514178555011428
LOC111112691	LOC111112691	0.045142443234957995
LOC111124712	LOC111124712	0.045144124877999986
LOC111130509	LOC111130509	0.045155199474092536
LOC111126579	LOC111126579	0.0451574651926825
LOC111118392	LOC111118392	0.045169309588209666
LOC111109579	LOC111109579	0.045171582936395234
LOC111107731	LOC111107731	0.045185323054597076
LOC111115045	LOC111115045	0.045197508536628156
LOC111128175	LOC111128175	0.04519895125452752
LOC111129623	LOC111129623	0.04520009983240629
LOC111118621	LOC111118621	0.0452012726533261
LOC111120880	LOC111120880	0.04520472903763595
LOC111102367	LOC111102367	0.04520553895739787
LOC111134163	LOC111134163	0.045209462957446045
LOC111123722	LOC111123722	0.04521784123779467
LOC111132397	LOC111132397	0.04522705319328354
LOC111112304	LOC111112304	0.045229195778585
LOC111133266	LOC111133266	0.045232714995607645
LOC111108922	LOC111108922	0.04524278383983902
LOC111124326	LOC111124326	0.04526007883654519
LOC111111237	LOC111111237	0.045267687657539385
LOC111125346	LOC111125346	0.04527330364660788
LOC111118813	LOC111118813	0.04527336229051374
LOC111124979	LOC111124979	0.04527809292890401
LOC111103086	LOC111103086	0.04528413542823283
LOC111129948	LOC111129948	0.045286256540721645
LOC111103636	LOC111103636	0.04528663237503927
LOC111130972	LOC111130972	0.04529202609881346
LOC111107878	LOC111107878	0.045297041047920136
LOC111112197	LOC111112197	0.04529838836227505
LOC111136354	LOC111136354	0.0452992562542227
LOC111128921	LOC111128921	0.045300867629886735
LOC111102504	LOC111102504	0.04530252867554111
LOC111103601	LOC111103601	0.045307163876037046
LOC111133299	LOC111133299	0.045311505382049734
LOC111131079	LOC111131079	0.04531898120132021
LOC111116079	LOC111116079	0.04532373359817403
LOC111125083	LOC111125083	0.0453277284865961
LOC111101309	LOC111101309	0.045327817867179494
LOC111128575	LOC111128575	0.04534793234437317
LOC111127887	LOC111127887	0.045350331028033423
LOC111110722	LOC111110722	0.04535784836783261
LOC111134302	LOC111134302	0.04536217007260029
LOC111123282	LOC111123282	0.045366267511255706
LOC111100391	LOC111100391	0.045377487915857544
LOC111100159	LOC111100159	0.045379033822370185
LOC111121303	LOC111121303	0.045396649678935495
LOC111113705	LOC111113705	0.04540330489430362
LOC111125664	LOC111125664	0.04541789208184322
LOC111102672	LOC111102672	0.04542302684518945
LOC111137732	LOC111137732	0.045423776267969396
LOC111109146	LOC111109146	0.045435851261663995
LOC111137472	LOC111137472	0.04544382359284772
LOC111118719	LOC111118719	0.045444045274101
LOC111138318	LOC111138318	0.045451885948950936
LOC111124965	LOC111124965	0.04546269369620843
LOC111113448	LOC111113448	0.04546337105648813
LOC111122301	LOC111122301	0.04546818884024856
LOC111137971	LOC111137971	0.04547473876128952
LOC111112861	LOC111112861	0.045478157027916855
LOC111131498	LOC111131498	0.045479554941268076
LOC111117390	LOC111117390	0.045491535254792194
LOC111125009	LOC111125009	0.04549322289818354
LOC111135377	LOC111135377	0.04549413722679626
LOC111111036	LOC111111036	0.045495645614425324
LOC111131171	LOC111131171	0.0454972643574144
LOC111123442	LOC111123442	0.04550503476963993
LOC111138012	LOC111138012	0.04551498670519902
LOC111135603	LOC111135603	0.04551829223392572
LOC111116341	LOC111116341	0.04552188115065931
LOC111134019	LOC111134019	0.045546574445439594
LOC111119479	LOC111119479	0.04554820684683135
LOC111116929	LOC111116929	0.045552423645746305
LOC111134827	LOC111134827	0.04556600515800237
LOC111104115	LOC111104115	0.04560529221092684
LOC111107704	LOC111107704	0.04560795270872411
LOC111127630	LOC111127630	0.04560844506024241
LOC111129269	LOC111129269	0.04561620785393078
LOC111125954	LOC111125954	0.045624218367203574
LOC111107177	LOC111107177	0.045626456727616546
LOC111128453	LOC111128453	0.04564063571159386
LOC111119229	LOC111119229	0.045645123922195566
LOC111127188	LOC111127188	0.0456458031968075
LOC111135215	LOC111135215	0.04567354121744364
LOC111135686	LOC111135686	0.04567563178312363
LOC111115739	LOC111115739	0.04567873397475111
LOC111135280	LOC111135280	0.045680264078120314
LOC111106327	LOC111106327	0.04568294966854392
LOC111103589	LOC111103589	0.045684276442184035
LOC111135035	LOC111135035	0.045685241208185595
LOC111130807	LOC111130807	0.04568677063847633
LOC111107460	LOC111107460	0.045689188152236514
LOC111135657	LOC111135657	0.04568951300602804
LOC111110161	LOC111110161	0.045694618616563085
LOC111101565	LOC111101565	0.045699952877107604
LOC111119176	LOC111119176	0.045718481488319564
LOC111122925	LOC111122925	0.045722167405605724
LOC111112831	LOC111112831	0.04572475600991307
LOC111125077	LOC111125077	0.04572807532295273
LOC111101423	LOC111101423	0.045731917563525314
LOC111108306	LOC111108306	0.04573762268954586
LOC111125983	LOC111125983	0.04573793488092125
LOC111122595	LOC111122595	0.04574372414921765
LOC111124091	LOC111124091	0.04574659042931935
LOC111110578	LOC111110578	0.04575116923235842
LOC111111070	LOC111111070	0.04575211959274133
LOC111105905	LOC111105905	0.045755999902548264
LOC111111415	LOC111111415	0.04576406699952944
LOC111103863	LOC111103863	0.04576600302568836
LOC111124198	LOC111124198	0.045767325551623404
LOC111132095	LOC111132095	0.04576870625496078
LOC111134152	LOC111134152	0.04577152939116779
LOC111126680	LOC111126680	0.04577306741176119
LOC111138111	LOC111138111	0.04578199739457232
LOC111113423	LOC111113423	0.04579987349408588
LOC111114188	LOC111114188	0.04580158241458063
LOC111116909	LOC111116909	0.04580347104365523
LOC111109663	LOC111109663	0.04580684075728885
LOC111109691	LOC111109691	0.04580904102515805
LOC111105364	LOC111105364	0.0458104094267291
LOC111134693	LOC111134693	0.045820966785448135
LOC111118222	LOC111118222	0.04582607424930474
LOC111119877	LOC111119877	0.04583073864612911
LOC111107714	LOC111107714	0.04585241316290277
LOC111112469	LOC111112469	0.045865589588200424
LOC111107125	LOC111107125	0.045874456830114235
LOC111121938	LOC111121938	0.04588423217565027
LOC111117346	LOC111117346	0.04588843789937736
LOC111117642	LOC111117642	0.04589504180560148
LOC111116453	LOC111116453	0.04590266830078138
LOC111119831	LOC111119831	0.04590269122494789
LOC111124456	LOC111124456	0.04590656671012568
LOC111108201	LOC111108201	0.045927156173224584
LOC111119769	LOC111119769	0.045933391804593215
LOC111110538	LOC111110538	0.045934525326994255
LOC111122203	LOC111122203	0.04593975815620781
LOC111119854	LOC111119854	0.04594905406067308
LOC111124733	LOC111124733	0.04595170849336019
LOC111100158	LOC111100158	0.045963068186717394
LOC111113661	LOC111113661	0.04597159863395095
LOC111113761	LOC111113761	0.04597236781892563
LOC111100191	LOC111100191	0.045978287584554085
LOC111110541	LOC111110541	0.04598858620330442
LOC111103142	LOC111103142	0.045991167209614936
LOC111122793	LOC111122793	0.045999099873486306
LOC111115494	LOC111115494	0.045999399202883526
LOC111109469	LOC111109469	0.046027638310294494
LOC111138114	LOC111138114	0.046030075928051986
LOC111114334	LOC111114334	0.04603165719571401
LOC111102830	LOC111102830	0.046043792982305654
LOC111120402	LOC111120402	0.04605089338477715
LOC111122681	LOC111122681	0.0460524823810679
LOC111121931	LOC111121931	0.04605428236485676
LOC111117721	LOC111117721	0.046054887827588015
LOC111113784	LOC111113784	0.04605835337577966
LOC111110668	LOC111110668	0.04606056593526698
LOC111122510	LOC111122510	0.04606905594448832
LOC111130919	LOC111130919	0.04606981492510621
LOC111119573	LOC111119573	0.04608215761226779
LOC111099455	LOC111099455	0.04608506519915983
LOC111106406	LOC111106406	0.04609671140459034
LOC111102793	LOC111102793	0.046099245439496846
LOC111115458	LOC111115458	0.04610566840850305
LOC111107826	LOC111107826	0.04610576541500007
LOC111100378	LOC111100378	0.04610765310515583
LOC111120614	LOC111120614	0.046144270446008724
LOC111107216	LOC111107216	0.04614963304298325
LOC111116103	LOC111116103	0.04615043468533087
LOC111137260	LOC111137260	0.04615183062662785
LOC111099826	LOC111099826	0.04615826433702489
LOC111123250	LOC111123250	0.046159293231714846
LOC111120176	LOC111120176	0.046161450072618695
LOC111127255	LOC111127255	0.04617447332445455
LOC111102686	LOC111102686	0.04617755376748372
LOC111135936	LOC111135936	0.046178436506724534
LOC111137003	LOC111137003	0.04618426956741117
LOC111133422	LOC111133422	0.04618696622459638
LOC111118742	LOC111118742	0.04620046680042267
LOC111099223	LOC111099223	0.04621070936521703
LOC111106271	LOC111106271	0.046211548391514805
LOC111121629	LOC111121629	0.04622052843183317
LOC111103633	LOC111103633	0.04622776001269617
LOC111123504	LOC111123504	0.04622970556658223
LOC111125496	LOC111125496	0.04623263709085089
LOC111106739	LOC111106739	0.046256180921201095
LOC111114074	LOC111114074	0.04625906925514028
LOC111123263	LOC111123263	0.04626556444828981
LOC111116906	LOC111116906	0.04626669301523927
LOC111115399	LOC111115399	0.04626945420014247
LOC111103952	LOC111103952	0.04627071778510523
LOC111112191	LOC111112191	0.04627477196173981
LOC111100584	LOC111100584	0.046280600578104306
LOC111126777	LOC111126777	0.0462902828664959
LOC111127753	LOC111127753	0.04629691006099753
LOC111130535	LOC111130535	0.04629971739867091
LOC111106808	LOC111106808	0.046300508570350805
LOC111125518	LOC111125518	0.04630870010315745
LOC111116253	LOC111116253	0.04631314530821434
LOC111102656	LOC111102656	0.04631537404609637
LOC111100106	LOC111100106	0.046315400876725296
LOC111137420	LOC111137420	0.04632124572116556
LOC111113487	LOC111113487	0.04633355371144883
LOC111102743	LOC111102743	0.0463379967968091
LOC111102047	LOC111102047	0.04634224085260033
LOC111100293	LOC111100293	0.04635395514422635
LOC111133213	LOC111133213	0.04635568561048513
LOC111121304	LOC111121304	0.04635788330940974
LOC111119354	LOC111119354	0.046360658803061054
LOC111116877	LOC111116877	0.04636123467951275
LOC111124214	LOC111124214	0.046368373911700844
LOC111132933	LOC111132933	0.04637186363530805
LOC111100678	LOC111100678	0.04637450125594196
LOC111126193	LOC111126193	0.04637608116754619
LOC111107121	LOC111107121	0.046383812176882144
LOC111113069	LOC111113069	0.046390881621332355
LOC111137274	LOC111137274	0.046394862195635364
LOC111136098	LOC111136098	0.04639640053386403
LOC111118935	LOC111118935	0.0464027869419854
LOC111134557	LOC111134557	0.04640463778706052
LOC111128761	LOC111128761	0.04640516676380145
LOC111111786	LOC111111786	0.04640623684711666
LOC111105392	LOC111105392	0.046409274817247485
LOC111117009	LOC111117009	0.046427898372034634
LOC111117050	LOC111117050	0.046429615654893716
LOC111104509	LOC111104509	0.04644566814345041
LOC111129716	LOC111129716	0.04646922592824756
LOC111131110	LOC111131110	0.04647495126384441
LOC111110423	LOC111110423	0.046478130983515
LOC111116394	LOC111116394	0.04647859013717936
LOC111112502	LOC111112502	0.0464910780330205
LOC111137480	LOC111137480	0.046492688570254355
LOC111103068	LOC111103068	0.046493270843482454
LOC111119200	LOC111119200	0.04649906467756965
LOC111104229	LOC111104229	0.0464995206172758
LOC111129449	LOC111129449	0.04649963002084299
LOC111127832	LOC111127832	0.04650267757414209
LOC111115781	LOC111115781	0.04651898231673151
LOC111102838	LOC111102838	0.04651911540632201
LOC111102992	LOC111102992	0.046522917612481875
LOC111130742	LOC111130742	0.046536275941629256
LOC111115124	LOC111115124	0.04653815116954241
LOC111109151	LOC111109151	0.04654156369860468
LOC111137255	LOC111137255	0.046557625655736685
LOC111123019	LOC111123019	0.04656059990141471
LOC111131263	LOC111131263	0.04656392265187614
LOC111106351	LOC111106351	0.04657068079123974
LOC111116654	LOC111116654	0.046579155875855316
LOC111109672	LOC111109672	0.04658094329721018
LOC111132535	LOC111132535	0.04658652025054442
LOC111119295	LOC111119295	0.04659284877775446
LOC111129849	LOC111129849	0.04660458246107343
LOC111134719	LOC111134719	0.04660466493276664
LOC111124133	LOC111124133	0.04660766263021084
LOC111134282	LOC111134282	0.04660964359768615
LOC111100760	LOC111100760	0.04660971403175864
LOC111119541	LOC111119541	0.046610129117779335
LOC111135790	LOC111135790	0.04662129511585364
LOC111107946	LOC111107946	0.046628849167247695
LOC111107205	LOC111107205	0.04664112202080978
LOC111138028	LOC111138028	0.04666979366097971
LOC111133526	LOC111133526	0.046674689361349296
LOC111132452	LOC111132452	0.04667496835535502
LOC111127610	LOC111127610	0.04668191195768727
LOC111122211	LOC111122211	0.046683847707444
LOC111116504	LOC111116504	0.0466986576797918
LOC111131399	LOC111131399	0.046708122760378466
LOC111126692	LOC111126692	0.04671903139985163
LOC111116149	LOC111116149	0.04672092890681737
LOC111109735	LOC111109735	0.04673067276651276
LOC111119936	LOC111119936	0.04673986057015414
LOC111109998	LOC111109998	0.046744156057474576
LOC111118951	LOC111118951	0.04675059550092756
LOC111123377	LOC111123377	0.04676737808596457
LOC111109060	LOC111109060	0.04676924091143791
LOC111114888	LOC111114888	0.0467786928516087
LOC111121492	LOC111121492	0.04677873851815404
LOC111101500	LOC111101500	0.046782892697532476
LOC111136026	LOC111136026	0.046789450311474
LOC111102379	LOC111102379	0.046790309062615866
LOC111132896	LOC111132896	0.04680402167662818
LOC111127840	LOC111127840	0.04680839778812717
LOC111104763	LOC111104763	0.046811707773064905
LOC111121962	LOC111121962	0.04682902659969842
LOC111126358	LOC111126358	0.04682908675749086
LOC111100852	LOC111100852	0.046829731177684686
LOC111137549	LOC111137549	0.04683164367074981
LOC111108033	LOC111108033	0.0468524745233608
LOC111115108	LOC111115108	0.04686254863553549
LOC111133243	LOC111133243	0.04686346042131068
LOC111116235	LOC111116235	0.04686767091443027
LOC111129375	LOC111129375	0.04686819591920039
LOC111132730	LOC111132730	0.046871241749737134
LOC111114616	LOC111114616	0.04688446962176833
LOC111136073	LOC111136073	0.04689212952887007
LOC111106864	LOC111106864	0.04689879673832799
LOC111122612	LOC111122612	0.04690171608761532
LOC111126553	LOC111126553	0.04690734901403564
LOC111137680	LOC111137680	0.04691672280741115
LOC111117841	LOC111117841	0.04691947018796422
LOC111131575	LOC111131575	0.046929442510453154
LOC111124540	LOC111124540	0.0469335051914602
LOC111103010	LOC111103010	0.046935454907269206
LOC111132551	LOC111132551	0.04694302307852945
LOC111123360	LOC111123360	0.046955472414856265
LOC111107646	LOC111107646	0.04696650915301919
LOC111114084	LOC111114084	0.04697184000146203
LOC111126737	LOC111126737	0.046988904277129186
LOC111106737	LOC111106737	0.04699171644704628
LOC111138499	LOC111138499	0.046999466319342466
LOC111122685	LOC111122685	0.04702837033145987
LOC111124946	LOC111124946	0.04704120251531951
LOC111130048	LOC111130048	0.04704202257661993
LOC111105192	LOC111105192	0.04704272071945543
LOC111100211	LOC111100211	0.047043843533471366
LOC111100408	LOC111100408	0.04706544787186525
LOC111105109	LOC111105109	0.0470658050251079
LOC111109219	LOC111109219	0.04706593032087355
LOC111123988	LOC111123988	0.04708735529797409
LOC111105110	LOC111105110	0.047088448713059235
LOC111117388	LOC111117388	0.04709551455765259
LOC111128436	LOC111128436	0.04709834053434519
LOC111108561	LOC111108561	0.04710883047013466
LOC111112960	LOC111112960	0.047110540405995584
LOC111133142	LOC111133142	0.04712133016381711
LOC111103745	LOC111103745	0.04712947463599934
LOC111127934	LOC111127934	0.04713132742554635
LOC111136024	LOC111136024	0.04713536057156696
LOC111125884	LOC111125884	0.047136661817963596
LOC111127073	LOC111127073	0.04713819980823044
LOC111129283	LOC111129283	0.04714160486314047
LOC111116244	LOC111116244	0.04714545907537789
LOC111117893	LOC111117893	0.047146344406551015
LOC111128591	LOC111128591	0.04714977251247439
LOC111103008	LOC111103008	0.04716226324437955
LOC111103165	LOC111103165	0.047163074024576014
LOC111125056	LOC111125056	0.04716763976340878
LOC111114205	LOC111114205	0.047174182115000934
LOC111126499	LOC111126499	0.047174538181054576
LOC111119752	LOC111119752	0.047174869160272095
LOC111113626	LOC111113626	0.0471855727956202
LOC111106112	LOC111106112	0.047202122815445016
LOC111123341	LOC111123341	0.0472057353894778
LOC111129240	LOC111129240	0.04720832842526523
LOC111112444	LOC111112444	0.047214748161988784
LOC111125252	LOC111125252	0.04721751463474262
LOC111131024	LOC111131024	0.047219236417310385
LOC111117984	LOC111117984	0.047223431351685954
LOC111120185	LOC111120185	0.04722764243323744
LOC111129010	LOC111129010	0.04723134482547158
LOC111137656	LOC111137656	0.04723390072844821
LOC111110086	LOC111110086	0.04723946450308812
LOC111134111	LOC111134111	0.04724285444694162
LOC111115325	LOC111115325	0.04724472310765196
LOC111134393	LOC111134393	0.04724900697397829
LOC111108671	LOC111108671	0.04725805875275894
LOC111117948	LOC111117948	0.0472590378138119
LOC111103260	LOC111103260	0.047272149240749115
LOC111099082	LOC111099082	0.04728301555691427
LOC111136428	LOC111136428	0.0472946492225898
LOC111102104	LOC111102104	0.047296915510325256
LOC111126700	LOC111126700	0.04730114020533734
LOC111105393	LOC111105393	0.04731046208398505
LOC111132355	LOC111132355	0.04731115447018411
LOC111130894	LOC111130894	0.04731292229514505
LOC111111590	LOC111111590	0.047315377081621805
LOC111100607	LOC111100607	0.04731555489108233
LOC111121617	LOC111121617	0.0473221753090753
LOC111137510	LOC111137510	0.04732267439714229
LOC111127307	LOC111127307	0.04733966747845159
LOC111127545	LOC111127545	0.04734349447173322
LOC111130331	LOC111130331	0.047346995655973896
LOC111127829	LOC111127829	0.04736328180645421
LOC111115804	LOC111115804	0.04736744928915284
LOC111123465	LOC111123465	0.04736895456154944
LOC111103721	LOC111103721	0.047369114948029464
LOC111115542	LOC111115542	0.04737268424867768
LOC111132634	LOC111132634	0.047381733042649796
LOC111114838	LOC111114838	0.04739652878389258
LOC111113795	LOC111113795	0.04740037542897198
LOC111103674	LOC111103674	0.04740666006700694
LOC111124338	LOC111124338	0.04742098455870252
LOC111109288	LOC111109288	0.047421817207449736
LOC111100960	LOC111100960	0.04742444865273155
LOC111129233	LOC111129233	0.04743465555225639
LOC111108751	LOC111108751	0.04744409789101658
LOC111126051	LOC111126051	0.047451414129231116
LOC111137310	LOC111137310	0.04746448723176653
LOC111127365	LOC111127365	0.0474671320742087
LOC111119881	LOC111119881	0.04748419081454561
LOC111101917	LOC111101917	0.047490115768662196
LOC111114493	LOC111114493	0.04749202297791533
LOC111122625	LOC111122625	0.047500924535704044
LOC111128781	LOC111128781	0.047501544368268006
LOC111126212	LOC111126212	0.047504062240792025
LOC111132464	LOC111132464	0.047504259080522235
LOC111111259	LOC111111259	0.04751150724195738
LOC111127072	LOC111127072	0.047512935238240475
LOC111101864	LOC111101864	0.047515440521668874
LOC111120750	LOC111120750	0.047519959259023435
LOC111123899	LOC111123899	0.04752098638809192
LOC111137668	LOC111137668	0.04752308571022954
LOC111116081	LOC111116081	0.04752542169214701
LOC111105728	LOC111105728	0.04754549047889794
LOC111132716	LOC111132716	0.04755005198823903
LOC111108783	LOC111108783	0.04755240403119984
LOC111129617	LOC111129617	0.047555046564571476
LOC111105546	LOC111105546	0.0475639181367745
LOC111106089	LOC111106089	0.047567225558085895
LOC111107419	LOC111107419	0.04756779223005489
LOC111120297	LOC111120297	0.04756903339113714
LOC111124499	LOC111124499	0.047575705856547024
LOC111138019	LOC111138019	0.047576289213557416
LOC111100691	LOC111100691	0.04758284782575447
LOC111105074	LOC111105074	0.047600657903406014
LOC111135610	LOC111135610	0.04761226830842887
LOC111134009	LOC111134009	0.04761340245309316
LOC111122000	LOC111122000	0.047626337999525446
LOC111133614	LOC111133614	0.04763588789930479
LOC111114397	LOC111114397	0.0476413774638143
LOC111110617	LOC111110617	0.04764640448421187
LOC111101794	LOC111101794	0.047661307196841654
LOC111133157	LOC111133157	0.047674060178694605
LOC111135515	LOC111135515	0.04768544762647534
LOC111117260	LOC111117260	0.0476871430446852
LOC111118703	LOC111118703	0.04769295725475679
LOC111130262	LOC111130262	0.04769379781921377
LOC111110926	LOC111110926	0.0476961738995329
LOC111105112	LOC111105112	0.04770330812429899
LOC111119961	LOC111119961	0.04770399437468446
LOC111118036	LOC111118036	0.047716349810990544
LOC111109324	LOC111109324	0.04775189594056215
LOC111120483	LOC111120483	0.04775744628227176
LOC111112040	LOC111112040	0.047776711493050954
LOC111123944	LOC111123944	0.04778689320876675
LOC111132484	LOC111132484	0.047795077189956466
LOC111110270	LOC111110270	0.04779702231535317
LOC111111449	LOC111111449	0.04780117267894667
LOC111135564	LOC111135564	0.0478089442175264
LOC111117378	LOC111117378	0.0478135581764403
LOC111103685	LOC111103685	0.047819568958584906
LOC111112539	LOC111112539	0.04783148527211311
LOC111133451	LOC111133451	0.0478317279210634
LOC111133207	LOC111133207	0.04783322233034191
LOC111103587	LOC111103587	0.04785101518946376
LOC111130522	LOC111130522	0.04785312663055165
LOC111100126	LOC111100126	0.04785814144432796
LOC111120330	LOC111120330	0.047863099997820735
LOC111114690	LOC111114690	0.04786781848654634
LOC111128702	LOC111128702	0.04787199240329573
LOC111136972	LOC111136972	0.04788910975548552
LOC111125734	LOC111125734	0.047891857222482466
LOC111104390	LOC111104390	0.047895460506412565
LOC111134308	LOC111134308	0.04789593744108366
LOC111101831	LOC111101831	0.04791622433883899
LOC111133844	LOC111133844	0.04792405785593173
LOC111138033	LOC111138033	0.0479259981441641
LOC111117132	LOC111117132	0.04793449622889542
LOC111114223	LOC111114223	0.04794073752263188
LOC111135760	LOC111135760	0.04794573245467385
LOC111111380	LOC111111380	0.04795042128160111
LOC111102240	LOC111102240	0.047952688702063845
LOC111115114	LOC111115114	0.0479561364428317
LOC111120197	LOC111120197	0.04795652734048038
LOC111111001	LOC111111001	0.04795868085601742
LOC111114296	LOC111114296	0.047959520415837925
LOC111115021	LOC111115021	0.04796226386790802
LOC111111583	LOC111111583	0.04796232487643447
LOC111121012	LOC111121012	0.047968996528705544
LOC111133585	LOC111133585	0.04796947002208906
LOC111102548	LOC111102548	0.047977839317415776
LOC111122493	LOC111122493	0.04798065244946904
LOC111110108	LOC111110108	0.047986794632288575
LOC111105598	LOC111105598	0.047990185035210825
LOC111102984	LOC111102984	0.04799070218053565
LOC111123723	LOC111123723	0.04799078478356788
LOC111103550	LOC111103550	0.04800282002771691
LOC111116816	LOC111116816	0.048019553332328956
LOC111100397	LOC111100397	0.048030267143573634
LOC111128156	LOC111128156	0.04803159637208813
LOC111108003	LOC111108003	0.048040100867428576
LOC111124852	LOC111124852	0.0480442724477894
LOC111128390	LOC111128390	0.048044993358918785
LOC111101467	LOC111101467	0.04804863010894922
LOC111110329	LOC111110329	0.048053338937834325
LOC111112752	LOC111112752	0.04805423438811234
LOC111127650	LOC111127650	0.048063373512803105
LOC111103261	LOC111103261	0.0480682436854093
LOC111114693	LOC111114693	0.04806974482163314
LOC111112888	LOC111112888	0.04807431277604043
LOC111134980	LOC111134980	0.048076487571500244
LOC111129136	LOC111129136	0.048088294568713524
LOC111104683	LOC111104683	0.0480927998081174
LOC111113312	LOC111113312	0.04809527760128608
LOC111114995	LOC111114995	0.04809591630752864
LOC111134857	LOC111134857	0.04809872802779569
LOC111115300	LOC111115300	0.04809978600121262
LOC111118522	LOC111118522	0.04811635997443033
LOC111125765	LOC111125765	0.048130960642864234
LOC111116771	LOC111116771	0.04813128721174413
LOC111101755	LOC111101755	0.048139026885410496
LOC111127205	LOC111127205	0.04814124970775465
LOC111136455	LOC111136455	0.048145239996539434
LOC111115234	LOC111115234	0.04814543583521543
LOC111099652	LOC111099652	0.048146468960596114
LOC111131540	LOC111131540	0.04817665442570633
LOC111123486	LOC111123486	0.048177836756723304
LOC111125692	LOC111125692	0.04818530003625541
LOC111124407	LOC111124407	0.04818638469252596
LOC111123036	LOC111123036	0.04819997580086553
LOC111117369	LOC111117369	0.048204580328353536
LOC111121719	LOC111121719	0.04821495093869283
LOC111113165	LOC111113165	0.048218463437862645
LOC111114546	LOC111114546	0.04822107699442112
LOC111136593	LOC111136593	0.04822957541101411
LOC111124205	LOC111124205	0.04823313016732328
LOC111109827	LOC111109827	0.0482358888645953
LOC111129925	LOC111129925	0.048244262211083
LOC111109761	LOC111109761	0.04825113515286913
LOC111108571	LOC111108571	0.048252845102365924
LOC111103834	LOC111103834	0.04825406063344296
LOC111113330	LOC111113330	0.048258101173019166
LOC111107515	LOC111107515	0.048265793488900144
LOC111114356	LOC111114356	0.04827878234941898
LOC111136201	LOC111136201	0.04829101298104605
LOC111119111	LOC111119111	0.04829685119095512
LOC111120586	LOC111120586	0.04831565255617793
LOC111129741	LOC111129741	0.04832037872350255
LOC111123103	LOC111123103	0.04832060333327708
LOC111118530	LOC111118530	0.04833692949390921
LOC111128941	LOC111128941	0.04833787266357656
LOC111121559	LOC111121559	0.04833921924874109
LOC111107819	LOC111107819	0.04833934316635049
LOC111103177	LOC111103177	0.048342581029856335
LOC111114751	LOC111114751	0.04834276181679728
LOC111115113	LOC111115113	0.048343665090247734
LOC111137873	LOC111137873	0.04834421881455379
LOC111127793	LOC111127793	0.04834669002667791
LOC111134132	LOC111134132	0.04834733390633989
LOC111104129	LOC111104129	0.04835043556516594
LOC111104458	LOC111104458	0.04835302609134167
LOC111132740	LOC111132740	0.048354442294757875
LOC111110185	LOC111110185	0.048358167229595746
LOC111105018	LOC111105018	0.04839921130876168
LOC111111355	LOC111111355	0.04840026722157785
LOC111105848	LOC111105848	0.04842200797058359
LOC111109201	LOC111109201	0.04842216854864519
LOC111125585	LOC111125585	0.048431446494739024
LOC111132808	LOC111132808	0.04843428375901757
LOC111103319	LOC111103319	0.04844632115728376
LOC111104790	LOC111104790	0.048453813517171915
LOC111130258	LOC111130258	0.04846077143749704
LOC111113315	LOC111113315	0.048466397524115745
LOC111102803	LOC111102803	0.048484995717019995
LOC111105677	LOC111105677	0.04848820353633579
LOC111125583	LOC111125583	0.04849178721273319
LOC111115550	LOC111115550	0.04849381987261058
LOC111111158	LOC111111158	0.04849905388193893
LOC111122119	LOC111122119	0.04850296617422275
LOC111126167	LOC111126167	0.048515472681522745
LOC111113472	LOC111113472	0.04854070962378238
LOC111132448	LOC111132448	0.04854135237834657
LOC111115947	LOC111115947	0.048546982724342054
LOC111134328	LOC111134328	0.04854883117997581
LOC111115055	LOC111115055	0.04855479141558794
LOC111104533	LOC111104533	0.04856037561197014
LOC111114786	LOC111114786	0.048562098621456606
LOC111120379	LOC111120379	0.048562176524861535
LOC111124603	LOC111124603	0.04856867454275409
LOC111105954	LOC111105954	0.04856918727266053
LOC111117207	LOC111117207	0.04857439105943731
LOC111104757	LOC111104757	0.04859260712729523
LOC111129813	LOC111129813	0.048612414196348076
LOC111131211	LOC111131211	0.04863785733173829
LOC111123267	LOC111123267	0.04865613561958879
LOC111117579	LOC111117579	0.04866783840969475
LOC111125999	LOC111125999	0.04867775553093376
LOC111130682	LOC111130682	0.048682607618313875
LOC111131838	LOC111131838	0.0486934255715211
LOC111116348	LOC111116348	0.04869546412910462
LOC111129785	LOC111129785	0.0487026578780534
LOC111108624	LOC111108624	0.04870576823534334
LOC111100468	LOC111100468	0.048707592151336056
LOC111133206	LOC111133206	0.04870858902166406
LOC111116894	LOC111116894	0.048710966168157094
LOC111120023	LOC111120023	0.0487146864674309
LOC111120746	LOC111120746	0.048718698457927305
LOC111111840	LOC111111840	0.0487275221038823
